window_start,market,tweet_count,unique_authors,engagement_total,bullish_count,bearish_count,neutral_count,composite_signal,ci95_lower,ci95_upper,confidence,manipulation_risk_mean
2026-08-03T13:15:00+00:00,banknifty,5,5,1202,2,1,2,0.206278,-0.640256,1.0,0.436943,0.0
2026-08-03T13:15:00+00:00,intraday,5,5,1371,2,0,3,0.400402,-0.150051,0.950855,0.496159,0.0
2026-08-03T13:15:00+00:00,nifty50,5,5,1983,2,1,2,0.332451,-0.293301,0.958204,0.481099,0.0
2026-08-03T13:15:00+00:00,sensex,6,6,2212,2,2,2,-0.168039,-0.966432,0.630354,0.457821,0.166667
2026-08-03T13:30:00+00:00,banknifty,5,5,1166,3,1,1,0.407967,-0.509561,1.0,0.422745,0.0
2026-08-03T13:30:00+00:00,intraday,7,7,1933,2,0,5,0.286927,-0.138182,0.712037,0.543728,0.0
2026-08-03T13:30:00+00:00,nifty50,10,10,3319,5,2,3,0.430697,-0.025594,0.886989,0.571242,0.0
2026-08-03T13:30:00+00:00,sensex,6,6,2511,4,1,1,0.397277,-0.432537,1.0,0.451537,0.166667
2026-08-03T13:45:00+00:00,banknifty,6,6,1895,2,1,3,0.172908,-0.524223,0.870039,0.478074,0.0
2026-08-03T13:45:00+00:00,intraday,7,7,1946,1,0,6,0.13652,-0.185662,0.458702,0.564314,0.0
2026-08-03T13:45:00+00:00,nifty50,2,2,991,1,1,0,0.327894,-0.830535,1.0,0.3725,0.0
2026-08-03T13:45:00+00:00,sensex,3,3,461,1,1,1,0.004895,-1.0,1.0,0.38375,0.0
2026-08-03T14:00:00+00:00,banknifty,1,1,220,0,0,1,0.0,0.0,0.0,0.56125,0.0
2026-08-03T14:00:00+00:00,intraday,10,10,2758,6,0,4,0.655908,0.274794,1.0,0.586277,0.1
2026-08-03T14:00:00+00:00,nifty50,6,6,1201,4,2,0,0.559195,-0.072016,1.0,0.491258,0.0
2026-08-03T14:00:00+00:00,sensex,8,8,2543,8,0,0,0.932157,0.745432,1.0,0.602655,0.25
2026-08-03T14:15:00+00:00,banknifty,5,5,1790,0,5,0,-1.0,-1.0,-1.0,0.60625,0.0
2026-08-03T14:15:00+00:00,intraday,5,5,1493,2,0,3,0.461954,-0.117384,1.0,0.490382,0.2
2026-08-03T14:15:00+00:00,nifty50,2,2,984,1,0,1,0.500133,-0.34778,1.0,0.402917,0.0
2026-08-03T14:15:00+00:00,sensex,6,6,1711,5,0,1,0.694543,0.223055,1.0,0.523202,0.333333
2026-08-03T14:30:00+00:00,banknifty,8,8,2889,1,4,3,-0.372856,-0.960326,0.214614,0.522506,0.0
2026-08-03T14:30:00+00:00,intraday,7,7,2239,3,0,4,0.459484,-0.016425,0.935393,0.533568,0.142857
2026-08-03T14:30:00+00:00,nifty50,7,7,2141,1,3,3,-0.000217,-0.394134,0.3937,0.549967,0.0
2026-08-03T14:30:00+00:00,sensex,8,7,1548,4,2,2,0.041321,-0.689721,0.772364,0.450041,0.25
2026-08-03T14:45:00+00:00,banknifty,4,4,1170,3,1,0,0.532779,-0.473206,1.0,0.395,0.0
2026-08-03T14:45:00+00:00,intraday,6,6,2502,2,0,4,0.424309,-0.113555,0.962174,0.509927,0.333333
2026-08-03T14:45:00+00:00,nifty50,6,6,2226,4,1,1,0.610636,0.072312,1.0,0.509835,0.0
2026-08-03T14:45:00+00:00,sensex,6,6,1934,4,1,1,0.398195,-0.393884,1.0,0.459084,0.166667
2026-08-03T15:00:00+00:00,banknifty,6,6,1674,2,2,2,0.014868,-0.781105,0.810841,0.458305,0.0
2026-08-03T15:00:00+00:00,intraday,10,10,2290,6,0,4,0.645337,0.274814,1.0,0.588395,0.1
2026-08-03T15:00:00+00:00,nifty50,9,9,2408,1,3,5,-0.003316,-0.301596,0.294964,0.591594,0.0
2026-08-03T15:00:00+00:00,sensex,11,11,5355,4,4,3,-0.085578,-0.680707,0.509551,0.554724,0.090909
2026-08-03T15:15:00+00:00,banknifty,4,4,1186,0,2,2,-0.49632,-1.0,0.082055,0.479325,0.0
2026-08-03T15:15:00+00:00,intraday,9,9,3003,3,0,6,0.333882,-0.030122,0.697887,0.578449,0.0
2026-08-03T15:15:00+00:00,nifty50,3,3,1191,0,1,2,-0.111477,-0.320918,0.097964,0.541862,0.0
2026-08-03T15:15:00+00:00,sensex,7,7,2248,3,2,2,0.018533,-0.71315,0.750216,0.482413,0.142857
2026-08-03T15:30:00+00:00,banknifty,7,7,2401,5,0,2,0.709997,0.315132,1.0,0.549777,0.0
2026-08-03T15:30:00+00:00,intraday,5,5,1300,4,0,1,0.798031,0.386439,1.0,0.523931,0.0
2026-08-03T15:30:00+00:00,nifty50,5,5,1513,2,1,2,0.330882,-0.239708,0.901473,0.492132,0.0
2026-08-03T15:30:00+00:00,sensex,6,6,1361,1,4,1,-0.727726,-1.0,-0.255333,0.523021,0.166667
2026-08-03T15:45:00+00:00,banknifty,11,10,3132,1,6,4,-0.452565,-0.905448,0.000319,0.551355,0.0
2026-08-03T15:45:00+00:00,intraday,7,7,2454,2,0,5,0.287432,-0.100701,0.675564,0.551123,0.0
2026-08-03T15:45:00+00:00,nifty50,11,11,3780,7,3,1,0.545203,0.128277,0.962129,0.590365,0.0
2026-08-03T15:45:00+00:00,sensex,6,6,1700,1,2,3,-0.347115,-0.84484,0.150609,0.517955,0.166667
2026-08-03T16:00:00+00:00,banknifty,6,6,1826,2,3,1,-0.174156,-0.99367,0.645358,0.453597,0.0
2026-08-03T16:00:00+00:00,intraday,6,6,1971,2,0,4,0.327952,-0.101624,0.757528,0.531585,0.0
2026-08-03T16:00:00+00:00,nifty50,4,4,1415,3,1,0,0.664162,0.015384,1.0,0.465244,0.0
2026-08-03T16:00:00+00:00,sensex,12,11,3421,3,5,4,-0.266975,-0.763463,0.229512,0.556536,0.083333
2026-08-03T16:15:00+00:00,banknifty,4,4,1157,0,1,3,-0.254769,-0.743371,0.233833,0.49728,0.0
2026-08-03T16:15:00+00:00,intraday,11,11,2722,4,0,7,0.413456,0.062133,0.764778,0.603485,0.181818
2026-08-03T16:15:00+00:00,nifty50,6,6,1345,3,3,0,0.329337,-0.277328,0.936002,0.496167,0.0
2026-08-03T16:15:00+00:00,sensex,4,4,1935,2,0,2,0.500032,-0.054296,1.0,0.484134,0.0
2026-08-03T16:30:00+00:00,banknifty,13,12,4003,6,4,3,0.156145,-0.370786,0.683075,0.563941,0.0
2026-08-03T16:30:00+00:00,intraday,5,5,1870,2,0,3,0.403882,-0.078036,0.885799,0.509867,0.0
2026-08-03T16:30:00+00:00,nifty50,8,8,2368,0,2,6,-0.084362,-0.197158,0.028434,0.617441,0.0
2026-08-03T16:30:00+00:00,sensex,4,4,692,4,0,0,1.0,1.0,1.0,0.595,0.0
2026-08-03T16:45:00+00:00,banknifty,8,8,2800,2,4,2,-0.25992,-0.893983,0.374143,0.513187,0.0
2026-08-03T16:45:00+00:00,intraday,10,10,2934,3,0,7,0.327499,-0.010653,0.665652,0.59487,0.1
2026-08-03T16:45:00+00:00,nifty50,6,6,1798,1,4,1,-0.051921,-0.492847,0.389004,0.529315,0.0
2026-08-03T16:45:00+00:00,sensex,7,7,2562,4,2,1,0.182611,-0.569669,0.93489,0.478294,0.142857
2026-08-03T17:00:00+00:00,banknifty,3,3,1042,1,0,2,0.331469,-0.2512,0.914139,0.467216,0.0
2026-08-03T17:00:00+00:00,intraday,10,10,3456,3,0,7,0.305105,-0.009933,0.620144,0.599492,0.0
2026-08-03T17:00:00+00:00,nifty50,12,12,3266,9,2,1,0.692685,0.357269,1.0,0.617917,0.0
2026-08-03T17:00:00+00:00,sensex,5,5,1761,2,1,2,0.048781,-0.654326,0.751888,0.465629,0.2
2026-08-03T17:15:00+00:00,banknifty,5,5,1659,1,2,2,-0.204248,-0.924189,0.515694,0.462262,0.0
2026-08-03T17:15:00+00:00,intraday,9,9,3120,1,0,8,0.111094,-0.111954,0.334142,0.60664,0.0
2026-08-03T17:15:00+00:00,nifty50,6,6,2324,3,1,2,0.446307,-0.044976,0.93759,0.519243,0.0
2026-08-03T17:15:00+00:00,sensex,5,5,1319,2,1,2,0.186998,-0.528149,0.902146,0.46322,0.0
2026-08-03T17:30:00+00:00,banknifty,6,6,2145,4,2,0,0.330865,-0.482382,1.0,0.45485,0.0
2026-08-03T17:30:00+00:00,intraday,8,8,2793,3,0,5,0.408243,0.027966,0.788519,0.563945,0.125
2026-08-03T17:30:00+00:00,nifty50,5,5,1879,2,1,2,0.334534,-0.189742,0.858809,0.501395,0.0
2026-08-03T17:30:00+00:00,sensex,12,12,3933,6,4,2,0.026679,-0.533397,0.586754,0.572985,0.166667
2026-08-03T17:45:00+00:00,banknifty,7,7,2976,1,2,4,-0.139481,-0.642445,0.363483,0.528157,0.0
2026-08-03T17:45:00+00:00,intraday,5,5,1546,0,0,5,0.0,0.0,0.0,0.60625,0.0
2026-08-03T17:45:00+00:00,nifty50,5,5,1820,1,0,4,0.201305,-0.17161,0.57422,0.531667,0.0
2026-08-03T17:45:00+00:00,sensex,4,4,912,1,2,1,-0.245786,-1.0,0.629199,0.420003,0.0
2026-08-03T18:00:00+00:00,banknifty,4,4,1449,2,1,1,0.275966,-0.573337,1.0,0.42514,0.0
2026-08-03T18:00:00+00:00,intraday,6,6,1797,1,0,5,0.168821,-0.149248,0.48689,0.553886,0.0
2026-08-03T18:00:00+00:00,nifty50,6,6,1416,0,2,4,-0.109392,-0.24277,0.023987,0.590824,0.0
2026-08-03T18:00:00+00:00,sensex,5,5,1102,4,1,0,0.334063,-0.584346,1.0,0.422568,0.4
2026-08-03T18:15:00+00:00,banknifty,6,6,1663,3,3,0,0.010677,-0.827874,0.849228,0.44979,0.0
2026-08-03T18:15:00+00:00,intraday,9,9,2704,2,0,7,0.266166,-0.060594,0.592927,0.585898,0.222222
2026-08-03T18:15:00+00:00,nifty50,7,7,2247,4,1,2,0.526864,0.094172,0.959557,0.542212,0.0
2026-08-03T18:15:00+00:00,sensex,5,5,1795,2,1,2,0.197372,-0.48362,0.878365,0.470052,0.0
2026-08-03T18:30:00+00:00,banknifty,4,4,1720,3,0,1,0.753796,0.320184,1.0,0.508278,0.0
2026-08-03T18:30:00+00:00,intraday,8,8,2101,3,0,5,0.403741,0.036439,0.771044,0.566539,0.125
2026-08-03T18:30:00+00:00,nifty50,10,10,2580,5,3,2,0.388569,-0.008848,0.785985,0.583017,0.0
2026-08-03T18:30:00+00:00,sensex,5,5,1105,3,1,1,0.273748,-0.497797,1.0,0.451941,0.2
2026-08-03T18:45:00+00:00,banknifty,7,7,1534,3,2,2,0.151292,-0.480912,0.783495,0.502309,0.0
2026-08-03T18:45:00+00:00,intraday,7,7,2642,5,0,2,0.716377,0.376618,1.0,0.560798,0.0
2026-08-03T18:45:00+00:00,nifty50,9,9,3175,1,5,3,-0.071931,-0.347107,0.203245,0.596215,0.0
2026-08-03T18:45:00+00:00,sensex,5,5,1372,2,2,1,-0.02,-0.823906,0.783907,0.445469,0.0
2026-08-03T19:00:00+00:00,banknifty,2,2,507,1,1,0,0.007287,-1.0,1.0,0.3725,0.0
2026-08-03T19:00:00+00:00,intraday,6,6,2379,2,0,4,0.330424,-0.049764,0.710611,0.541463,0.0
2026-08-03T19:00:00+00:00,nifty50,4,4,1388,0,1,3,-0.088455,-0.237476,0.060567,0.565196,0.0
2026-08-03T19:00:00+00:00,sensex,5,5,1335,2,1,2,0.028253,-0.624737,0.681242,0.475652,0.2
2026-08-03T19:15:00+00:00,banknifty,6,6,2167,4,2,0,0.330748,-0.424384,1.0,0.466474,0.0
2026-08-03T19:15:00+00:00,intraday,6,6,1807,5,0,1,0.828497,0.523944,1.0,0.556589,0.0
2026-08-03T19:15:00+00:00,nifty50,4,4,986,3,1,0,0.678126,0.116179,1.0,0.482611,0.0
2026-08-03T19:15:00+00:00,sensex,5,5,1392,4,1,0,0.479689,-0.30756,1.0,0.4488,0.2
2026-08-03T19:30:00+00:00,banknifty,7,7,2601,1,3,3,-0.278343,-0.795759,0.239073,0.525267,0.0
2026-08-03T19:30:00+00:00,intraday,6,6,1803,1,0,5,0.16669,-0.131531,0.46491,0.557856,0.0
2026-08-03T19:30:00+00:00,nifty50,6,6,1119,2,4,0,0.103341,-0.400535,0.607216,0.516725,0.0
2026-08-03T19:30:00+00:00,sensex,8,8,2847,5,1,2,0.416426,-0.0943,0.927153,0.537855,0.125
2026-08-03T19:45:00+00:00,banknifty,1,1,401,1,0,0,1.0,1.0,1.0,0.56125,0.0
2026-08-03T19:45:00+00:00,intraday,6,6,2245,0,0,6,0.0,0.0,0.0,0.6175,0.166667
2026-08-03T19:45:00+00:00,nifty50,4,4,1170,1,2,1,0.074735,-0.456153,0.605623,0.488822,0.0
2026-08-03T19:45:00+00:00,sensex,8,7,2376,6,2,0,0.498901,-0.101664,1.0,0.476137,0.0
2026-08-03T20:00:00+00:00,banknifty,7,7,2537,1,5,1,-0.569591,-1.0,-0.028971,0.520626,0.0
2026-08-03T20:00:00+00:00,intraday,6,6,1904,3,0,3,0.554915,0.145455,0.964375,0.535608,0.166667
2026-08-03T20:00:00+00:00,nifty50,2,2,345,2,0,0,1.0,1.0,1.0,0.5725,0.0
2026-08-03T20:00:00+00:00,sensex,11,11,3528,7,1,3,0.430865,0.027228,0.834502,0.593023,0.181818
2026-08-03T20:15:00+00:00,banknifty,4,4,1631,2,1,1,0.253207,-0.562998,1.0,0.431759,0.0
2026-08-03T20:15:00+00:00,intraday,3,3,965,1,0,2,0.33289,-0.200377,0.866157,0.477097,0.0
2026-08-03T20:15:00+00:00,nifty50,4,4,1581,2,1,1,0.420492,-0.162644,1.0,0.478373,0.0
2026-08-03T20:15:00+00:00,sensex,5,5,855,3,0,2,0.492402,0.053912,0.930892,0.518552,0.2
2026-08-03T20:30:00+00:00,banknifty,7,7,2151,4,2,1,0.295285,-0.357359,0.947929,0.498221,0.0
2026-08-03T20:30:00+00:00,intraday,9,9,2755,3,0,6,0.365968,0.051257,0.680679,0.588308,0.111111
2026-08-03T20:30:00+00:00,nifty50,3,3,1196,0,2,1,-0.226247,-0.402385,-0.050109,0.548522,0.0
2026-08-03T20:30:00+00:00,sensex,6,6,1938,4,1,1,0.395595,-0.226905,1.0,0.493,0.166667
2026-08-03T20:45:00+00:00,banknifty,7,7,2492,4,2,1,0.28511,-0.367499,0.937718,0.498228,0.0
2026-08-03T20:45:00+00:00,intraday,14,14,3645,4,0,10,0.288637,0.051273,0.526,0.660027,0.0
2026-08-03T20:45:00+00:00,nifty50,6,6,1420,3,2,1,0.382187,-0.114952,0.879326,0.518072,0.0
2026-08-03T20:45:00+00:00,sensex,9,9,2507,2,2,5,0.005867,-0.426907,0.438642,0.564695,0.0
2026-08-03T21:00:00+00:00,banknifty,6,6,1578,4,0,2,0.666108,0.288748,1.0,0.542028,0.0
2026-08-03T21:00:00+00:00,intraday,6,6,2189,3,0,3,0.563212,0.166339,0.960085,0.538125,0.166667
2026-08-03T21:00:00+00:00,nifty50,3,3,898,0,2,1,-0.218829,-0.397955,-0.039703,0.547925,0.0
2026-08-03T21:00:00+00:00,sensex,6,6,2532,2,3,1,-0.165104,-0.883359,0.553152,0.473849,0.0
2026-08-03T21:15:00+00:00,banknifty,7,7,2399,2,4,1,-0.301464,-0.949226,0.346297,0.499198,0.0
2026-08-03T21:15:00+00:00,intraday,5,5,1447,3,0,2,0.59322,0.162635,1.0,0.520133,0.0
2026-08-03T21:15:00+00:00,nifty50,10,10,2342,3,4,3,0.16011,-0.187978,0.508198,0.592882,0.0
2026-08-03T21:15:00+00:00,sensex,12,12,3897,4,3,5,0.087819,-0.341269,0.516907,0.599182,0.0
2026-08-03T21:30:00+00:00,banknifty,5,5,1553,2,0,3,0.396485,-0.032289,0.825259,0.520495,0.0
2026-08-03T21:30:00+00:00,intraday,5,5,1749,1,0,4,0.223247,-0.141764,0.588257,0.533248,0.2
2026-08-03T21:30:00+00:00,nifty50,2,2,762,0,2,0,-0.333333,-0.333333,-0.333333,0.5725,0.0
2026-08-03T21:30:00+00:00,sensex,4,4,1123,1,1,2,-0.001145,-0.697483,0.695193,0.455732,0.0
2026-08-03T21:45:00+00:00,banknifty,4,4,1353,2,1,1,0.272818,-0.529056,1.0,0.434625,0.0
2026-08-03T21:45:00+00:00,intraday,10,10,3267,5,0,5,0.584785,0.27937,0.890201,0.601417,0.2
2026-08-03T21:45:00+00:00,nifty50,6,6,1838,4,0,2,0.664793,0.287064,1.0,0.541954,0.0
2026-08-03T21:45:00+00:00,sensex,4,4,1279,2,2,0,0.001093,-0.978906,0.981092,0.399,0.0
2026-08-03T22:00:00+00:00,banknifty,3,3,898,0,2,1,-0.662608,-1.0,-0.127562,0.476741,0.0
2026-08-03T22:00:00+00:00,intraday,5,5,2054,1,0,4,0.199824,-0.150676,0.550324,0.53615,0.0
2026-08-03T22:00:00+00:00,nifty50,8,8,1678,4,3,1,0.382412,-0.056462,0.821286,0.552225,0.0
2026-08-03T22:00:00+00:00,sensex,12,12,3341,5,2,5,0.119382,-0.266898,0.505662,0.607744,0.166667
2026-08-03T22:15:00+00:00,banknifty,4,4,1616,0,1,3,-0.250957,-0.675849,0.173936,0.510022,0.0
2026-08-03T22:15:00+00:00,intraday,7,7,2283,2,0,5,0.357469,0.002432,0.712506,0.557743,0.285714
2026-08-03T22:15:00+00:00,nifty50,8,8,2562,5,1,2,0.585282,0.20658,0.963984,0.56426,0.0
2026-08-03T22:15:00+00:00,sensex,13,13,3994,9,2,2,0.449607,0.03787,0.861344,0.613903,0.153846
2026-08-03T22:30:00+00:00,banknifty,7,7,2555,2,4,1,-0.27984,-0.93301,0.373331,0.498116,0.0
2026-08-03T22:30:00+00:00,intraday,7,7,2817,3,0,4,0.470725,0.100956,0.840495,0.554796,0.142857
2026-08-03T22:30:00+00:00,nifty50,5,5,1358,2,2,1,0.26483,-0.270299,0.799959,0.499224,0.0
2026-08-03T22:30:00+00:00,sensex,6,6,2207,4,2,0,0.324778,-0.432011,1.0,0.466142,0.0
2026-08-03T22:45:00+00:00,banknifty,7,7,2163,3,0,4,0.428191,0.061625,0.794756,0.555437,0.0
2026-08-03T22:45:00+00:00,intraday,12,11,4022,7,0,5,0.623091,0.348896,0.897286,0.600994,0.083333
